amount,amount_to_avg_ratio,hour,late_night,is_online,distance_from_home_km,txns_last_hour,merchant_category,account_age_days,prior_disputes,is_fraud
131.92,4.529,12,0,1,37.7,1,grocery,784,0,0
4.71,0.146,21,0,1,49.6,0,travel,603,0,0
7.24,0.176,2,1,0,9.8,0,dining,318,0,0
81.14,2.178,9,0,0,14.3,0,grocery,3324,0,0
41.16,1.727,5,1,0,22.9,1,electronics,2894,0,0
42.18,1.346,23,1,0,11.8,0,gas,2429,0,0
54.98,2.802,19,0,0,0.6,0,gas,2627,0,0
40.03,0.564,13,0,0,1.4,0,gas,843,0,0
30.74,1.55,14,0,0,8.2,0,travel,779,0,0
43.21,0.711,13,0,0,25.5,0,grocery,2774,0,0
11.7,0.384,19,0,0,3.4,0,grocery,795,0,0
141.97,5.155,23,1,1,65.9,0,grocery,699,0,0
43.94,0.845,16,0,0,26.4,2,online_retail,836,0,0
21.19,1.148,18,0,0,34.4,0,gambling,2543,0,0
11.6,0.433,15,0,1,127.9,0,grocery,2710,0,0
27.73,0.723,23,1,0,10.1,0,grocery,2223,0,0
2.98,0.114,5,1,0,12.6,0,online_retail,1801,0,0
23.62,0.679,9,0,0,2.4,0,online_retail,914,0,0
2.62,0.055,16,0,0,23.2,0,cash_advance,931,1,0
30.86,0.972,10,0,1,86.9,0,online_retail,3031,0,0
14.31,0.268,3,1,1,134.7,0,gas,1656,0,0
18.65,1.655,17,0,0,13.8,2,dining,1498,0,0
32.72,0.826,0,1,0,33.0,0,gas,2858,0,0
21.32,0.564,1,1,0,6.6,0,gas,409,0,0
41.06,1.085,8,0,1,76.5,0,dining,1042,1,0
30.43,0.891,23,1,0,3.8,0,online_retail,1880,1,0
9.19,0.21,3,1,0,7.0,0,gas,1571,1,0
7.3,0.298,21,0,0,14.0,0,gas,521,1,0
21.34,0.566,16,0,0,3.3,0,online_retail,3445,0,0
19.23,0.605,14,0,1,76.9,4,online_retail,1097,0,0
42.38,1.646,6,0,0,8.1,1,travel,2312,0,0
7.79,0.3,4,1,0,7.1,0,dining,1858,0,0
59.58,2.203,0,1,0,31.3,0,grocery,1755,0,0
23.35,0.624,8,0,0,21.0,0,online_retail,2007,0,0
19.96,0.281,18,0,0,17.9,1,grocery,1083,0,0
56.02,2.5,22,0,1,57.9,1,travel,2145,1,0
4.96,0.111,22,0,0,25.0,2,grocery,1133,0,0
48.19,2.169,2,1,1,24.9,2,cash_advance,2584,1,0
19.21,1.023,17,0,1,23.7,0,gas,2639,1,0
7.66,0.384,9,0,1,75.9,0,gas,3576,2,0
218.26,5.791,22,0,0,10.1,0,gambling,2477,0,0
24.76,0.996,3,1,0,36.3,0,grocery,1188,1,0
20.4,0.663,18,0,1,29.8,0,travel,1345,0,0
15.9,0.41,7,0,1,27.7,0,cash_advance,124,0,0
19.35,0.574,22,0,1,46.3,2,gas,2598,0,0
42.07,1.728,1,1,0,10.5,0,gas,1482,0,0
86.4,3.778,16,0,0,10.6,0,grocery,1529,0,0
8.8,0.288,12,0,0,23.1,0,grocery,2023,0,0
25.43,1.42,18,0,0,4.4,0,grocery,1019,0,0
53.5,1.986,6,0,1,82.5,2,online_retail,1755,0,0
70.75,3.194,19,0,0,14.2,1,dining,101,0,0
65.12,2.725,11,0,1,59.8,0,dining,2609,0,0
8.96,0.446,2,1,1,26.8,0,gambling,2669,0,0
34.16,1.709,0,1,0,15.5,0,online_retail,3220,2,0
38.18,0.454,7,0,0,14.1,0,grocery,2565,0,0
38.22,2.129,6,0,0,7.7,2,online_retail,2822,0,0
50.23,1.233,14,0,0,10.4,0,grocery,219,0,0
278.2,11.236,22,0,0,5.8,1,grocery,1856,0,1
112.73,3.729,7,0,0,13.1,1,cash_advance,3066,0,0
106.87,4.867,17,0,1,16.0,0,dining,3304,0,0
3.21,0.078,20,0,0,10.8,0,travel,2370,0,0
18.52,0.527,7,0,0,11.0,2,travel,1039,0,0
13.89,0.356,1,1,1,55.8,0,grocery,955,0,0
24.21,0.726,19,0,0,6.4,0,gas,3138,0,0
9.85,0.378,3,1,0,22.9,0,travel,1689,0,0
8.38,0.418,22,0,0,24.6,0,cash_advance,2195,0,0
15.07,0.355,7,0,0,1.5,1,gas,3546,0,0
9.7,0.601,10,0,0,1.2,0,online_retail,337,0,0
12.72,0.365,8,0,1,110.1,0,gas,2463,0,0
6.33,0.211,23,1,0,18.2,0,grocery,1263,0,0
8.91,0.205,19,0,1,69.4,0,online_retail,3047,0,0
34.14,0.584,19,0,0,8.4,1,cash_advance,1946,1,0
30.01,0.605,0,1,0,4.8,1,grocery,627,0,0
13.18,0.419,6,0,0,11.2,0,grocery,1765,0,0
15.23,0.639,19,0,0,9.0,0,online_retail,1571,0,0
6.8,0.289,12,0,0,12.7,1,grocery,1380,0,0
7.0,0.297,23,1,0,17.1,1,travel,1564,0,0
36.78,2.008,7,0,0,14.0,1,grocery,951,0,0
65.54,3.368,1,1,0,7.6,1,gas,2552,0,0
62.59,3.491,8,0,0,16.2,4,dining,2433,0,0
56.05,0.889,22,0,0,17.4,0,online_retail,1408,0,0
8.66,0.369,16,0,0,4.6,2,grocery,779,0,0
82.29,2.972,15,0,0,18.3,1,dining,2744,1,0
70.51,4.088,9,0,0,0.4,0,gas,1298,0,0
16.58,0.799,3,1,0,11.7,2,grocery,2229,0,0
31.46,0.338,8,0,0,11.9,2,dining,1445,0,0
17.88,0.556,19,0,1,92.3,0,online_retail,1071,0,0
23.65,0.512,11,0,0,16.3,0,online_retail,988,0,0
58.0,1.139,2,1,1,46.8,1,electronics,1380,0,0
11.91,0.479,17,0,0,9.1,1,grocery,2670,0,0
47.46,1.607,9,0,0,8.5,0,grocery,1312,0,0
83.92,3.373,8,0,1,16.3,1,grocery,2737,0,0
66.37,3.555,5,1,0,3.9,0,dining,3452,0,0
47.78,1.988,11,0,1,49.3,4,grocery,2285,0,0
25.93,0.313,9,0,0,2.4,0,online_retail,2632,0,0
85.34,1.617,4,1,1,123.5,0,grocery,1766,0,0
13.57,0.237,3,1,0,0.6,0,gas,2669,1,0
99.06,2.203,8,0,0,17.5,1,dining,136,1,0
19.28,0.814,9,0,0,6.8,2,dining,1009,0,0
36.03,1.023,7,0,0,21.3,1,gas,1349,0,0
32.13,0.838,13,0,0,20.5,0,dining,2588,0,0
70.16,2.242,11,0,0,11.7,2,dining,50,0,0
50.83,1.762,11,0,0,2.6,0,online_retail,3236,0,0
17.88,0.502,7,0,0,17.5,0,travel,1865,0,0
55.48,1.483,12,0,1,48.1,1,grocery,1405,0,0
10.19,0.747,14,0,1,34.3,1,cash_advance,3282,0,0
3.82,0.132,21,0,1,84.9,1,electronics,2556,0,0
13.21,0.316,6,0,0,4.0,2,grocery,2774,0,0
51.96,1.046,20,0,0,17.5,2,electronics,3348,0,0
251.37,5.872,13,0,0,4.5,0,grocery,295,1,0
3.97,0.176,2,1,1,66.5,1,gambling,392,0,0
8.16,0.275,1,1,0,11.2,1,gambling,168,0,0
6.82,0.182,17,0,0,1.5,7,dining,2989,0,0
223.35,12.047,20,0,0,6.3,1,grocery,141,0,1
14.82,0.431,19,0,0,23.4,2,cash_advance,1430,0,0
110.02,3.941,0,1,0,9.7,0,gas,1302,0,0
6.86,0.267,21,0,0,8.4,1,travel,880,0,0
31.96,0.602,5,1,1,68.0,0,grocery,2625,0,0
34.64,1.816,9,0,0,11.0,1,electronics,225,0,0
43.35,1.265,12,0,0,13.6,0,grocery,3326,0,0
6.36,0.264,22,0,1,89.1,0,gas,1472,0,0
7.89,0.156,19,0,0,10.3,1,online_retail,3279,0,0
8.23,0.186,13,0,1,30.9,0,online_retail,3415,0,0
236.17,7.766,4,1,0,9.1,0,gas,2660,0,0
55.7,2.852,11,0,1,45.7,0,dining,2867,0,0
112.3,6.806,2,1,0,11.0,1,grocery,2872,0,0
57.4,1.644,12,0,1,98.3,1,dining,2340,0,0
47.62,0.789,19,0,0,7.1,0,travel,296,0,0
36.58,1.568,9,0,0,17.4,2,dining,1885,0,0
113.14,5.999,2,1,0,16.8,2,dining,2587,0,0
54.65,2.11,16,0,0,1.1,0,grocery,2033,0,0
6.83,0.238,0,1,0,4.4,0,gas,643,0,0
17.58,0.654,12,0,0,13.3,0,grocery,2400,0,0
45.81,0.806,19,0,1,27.9,1,online_retail,3566,0,0
48.04,1.97,21,0,1,41.3,3,grocery,3107,0,0
12.08,0.518,4,1,1,43.0,1,electronics,3013,0,0
18.42,0.554,11,0,1,114.3,0,online_retail,1633,0,0
29.98,0.846,10,0,1,48.8,9,online_retail,2739,0,0
62.23,2.716,1,1,0,10.0,2,dining,411,0,0
11.26,0.521,19,0,0,14.5,1,grocery,1950,0,0
14.84,0.622,3,1,0,2.9,0,dining,434,2,0
31.47,0.829,2,1,1,32.6,1,dining,873,0,0
20.9,0.429,9,0,1,57.8,0,electronics,2340,1,0
32.4,1.034,14,0,0,19.4,0,cash_advance,2660,0,0
154.2,10.476,11,0,0,25.7,1,dining,2895,0,1
49.51,1.516,7,0,1,69.4,0,gas,764,0,0
21.38,0.95,19,0,1,23.1,0,gas,2838,0,0
4.34,0.078,13,0,1,82.5,0,gas,1350,0,0
31.65,0.999,14,0,0,3.7,0,gas,127,0,0
82.36,6.414,1,1,0,1.3,1,gas,1028,0,0
45.59,1.092,4,1,1,72.8,0,online_retail,2314,0,0
51.92,3.111,15,0,0,9.1,0,dining,724,0,0
53.32,1.928,7,0,1,30.2,2,online_retail,959,1,0
2.84,0.051,10,0,1,31.4,1,grocery,1614,0,0
30.53,1.492,12,0,0,1.2,0,dining,766,0,0
14.68,0.499,19,0,0,24.8,0,cash_advance,2832,0,0
8.99,0.334,19,0,1,46.0,1,dining,878,0,0
91.12,2.011,11,0,0,0.7,0,gas,82,0,0
23.94,0.367,17,0,0,13.1,0,gas,1725,0,0
96.27,1.678,10,0,1,17.0,0,travel,189,1,0
17.74,0.516,15,0,0,6.2,0,dining,2133,0,0
5.13,0.144,13,0,0,12.5,1,online_retail,1373,0,0
14.99,0.396,6,0,0,31.5,1,dining,2571,0,0
10.35,0.616,1,1,0,5.2,1,grocery,1724,0,0
30.6,0.798,13,0,0,21.6,2,grocery,2063,1,0
10.8,0.174,20,0,0,19.6,1,electronics,1866,0,0
51.99,2.107,5,1,0,14.7,0,dining,3236,0,0
12.19,0.289,15,0,0,5.6,1,online_retail,1528,0,0
6.57,0.178,1,1,0,13.2,1,electronics,1280,0,0
47.68,1.844,8,0,1,43.1,4,dining,1759,0,0
14.82,0.622,18,0,0,33.5,1,electronics,1087,0,0
29.92,0.619,18,0,0,12.0,10,electronics,2060,1,0
18.14,0.314,15,0,1,76.8,0,dining,393,0,0
8.91,0.912,7,0,0,9.0,0,dining,2426,0,0
11.68,0.33,23,1,0,7.2,1,online_retail,275,0,0
20.31,0.313,8,0,0,15.2,0,gas,1928,0,0
199.35,5.889,17,0,1,39.3,0,grocery,414,0,0
28.85,0.654,12,0,0,22.0,1,dining,283,0,0
38.49,1.666,6,0,0,7.3,1,grocery,2920,0,0
12.16,0.271,20,0,1,42.7,0,gas,2965,0,0
127.68,3.194,0,1,1,31.6,2,dining,1094,0,0
78.99,1.149,9,0,1,31.2,2,grocery,243,0,0
16.5,0.552,10,0,0,12.9,3,dining,3530,0,0
23.73,0.7,16,0,1,46.9,1,dining,1241,0,0
27.26,1.034,8,0,1,35.1,0,online_retail,2104,0,0
106.36,4.719,14,0,0,13.5,0,gas,2540,1,0
70.08,3.044,12,0,1,48.1,0,electronics,535,1,0
13.9,0.457,8,0,0,7.9,1,online_retail,3145,0,0
75.41,1.269,8,0,1,47.0,0,online_retail,196,1,0
240.05,15.241,22,0,0,15.9,1,grocery,2591,0,1
12.24,0.197,1,1,0,3.1,0,online_retail,2678,1,0
3.58,0.111,21,0,0,16.1,0,dining,2398,0,0
28.03,0.915,1,1,0,41.8,2,grocery,1508,0,0
89.6,2.718,14,0,0,3.9,5,gas,1657,0,0
10.93,0.629,8,0,0,2.5,1,online_retail,2506,0,0
45.79,2.679,8,0,1,75.7,0,travel,602,0,0
393.0,9.747,14,0,0,17.7,2,dining,2183,0,1
61.69,3.358,23,1,1,123.1,0,travel,2114,0,0
106.32,3.383,4,1,1,39.4,0,electronics,1655,0,0
12.95,0.454,20,0,0,3.5,1,dining,2968,0,0
79.37,1.518,4,1,1,48.2,0,gambling,2527,0,0
43.01,1.789,12,0,0,10.3,0,travel,1391,0,0
9.71,0.123,5,1,0,11.2,1,travel,2274,0,0
50.72,1.509,20,0,1,70.9,0,online_retail,2333,0,0
17.46,0.893,17,0,1,99.6,0,dining,2781,0,0
227.82,8.772,22,0,1,93.4,1,gas,937,0,1
37.3,1.104,18,0,0,7.5,0,online_retail,326,0,0
28.73,1.275,14,0,0,11.8,0,grocery,751,1,0
17.48,0.354,11,0,0,23.2,0,electronics,1260,0,0
37.86,0.987,2,1,1,42.2,0,grocery,1147,1,0
34.88,1.313,1,1,0,6.1,1,dining,2091,0,0
178.18,4.522,21,0,0,19.9,1,gas,3296,0,0
15.62,0.748,22,0,1,35.0,1,grocery,325,1,0
15.25,0.294,22,0,1,60.2,0,gas,2337,0,0
65.73,1.95,20,0,0,5.9,1,gambling,1318,0,0
86.2,3.242,13,0,0,1.6,0,gas,1763,0,0
154.9,4.278,7,0,0,7.0,0,online_retail,1661,0,0
113.61,3.942,1,1,0,19.5,0,gambling,1785,0,0
41.77,0.58,0,1,0,16.3,0,online_retail,3083,1,0
2.25,0.054,3,1,1,78.7,1,grocery,3198,0,0
36.01,1.225,11,0,0,1.7,0,dining,1245,0,0
2.2,0.067,5,1,0,8.1,2,travel,1400,0,0
40.7,1.459,4,1,1,16.4,0,online_retail,983,0,0
16.17,0.743,7,0,0,2.7,0,online_retail,2086,0,0
40.4,1.684,9,0,1,21.3,0,grocery,2917,0,0
10.85,0.671,14,0,0,8.8,1,grocery,288,0,0
11.21,0.35,9,0,0,39.6,1,dining,3458,0,0
83.86,3.959,21,0,1,27.4,0,gas,2128,0,0
23.35,0.659,7,0,0,6.9,0,online_retail,1905,0,0
99.39,4.851,7,0,1,36.1,0,online_retail,3291,0,0
33.63,0.642,21,0,0,25.1,0,dining,1116,0,0
23.3,1.13,3,1,0,21.9,0,dining,349,0,0
11.8,0.299,9,0,1,52.7,1,gas,411,0,0
24.14,0.632,17,0,0,9.1,0,grocery,2365,0,0
7.58,0.23,2,1,0,6.2,0,grocery,3269,0,0
18.05,0.38,13,0,0,1.3,0,gas,1229,0,0
88.87,2.695,13,0,1,19.9,1,travel,1814,0,0
23.16,0.583,17,0,1,36.9,0,dining,1451,0,0
35.73,0.676,21,0,1,32.8,1,dining,720,1,0
71.61,2.997,18,0,0,9.0,1,electronics,3582,0,0
32.41,1.549,5,1,0,15.6,1,gas,3102,1,0
29.47,0.603,11,0,1,28.5,1,gas,2327,0,0
57.65,2.903,12,0,1,35.5,1,gas,2330,0,0
11.37,0.401,6,0,1,73.3,1,grocery,3029,0,0
114.67,3.402,9,0,0,29.9,0,grocery,531,0,0
18.51,0.259,17,0,1,83.1,0,online_retail,1698,0,0
41.2,2.164,16,0,0,16.1,0,online_retail,2642,0,0
27.8,0.495,11,0,1,55.1,0,online_retail,1642,0,0
94.69,3.568,7,0,1,12.8,1,grocery,3310,0,0
145.48,7.025,12,0,0,33.7,0,travel,183,0,1
10.13,0.567,6,0,1,119.4,3,grocery,177,0,0
69.89,1.512,7,0,0,6.7,0,gas,45,0,0
77.43,1.698,23,1,1,25.1,0,gambling,1756,0,0
185.8,4.8,11,0,1,44.9,2,dining,1919,1,0
20.44,1.293,19,0,0,36.8,0,gambling,1057,0,0
62.15,0.99,16,0,0,11.2,0,grocery,2930,0,0
125.43,2.807,16,0,1,63.9,1,grocery,1254,0,0
17.5,0.574,2,1,0,7.1,0,online_retail,1415,0,0
84.01,1.618,15,0,0,4.8,0,grocery,3482,0,0
22.15,0.919,18,0,1,116.2,1,dining,1522,0,0
31.35,0.973,22,0,0,17.2,0,grocery,648,0,0
30.44,1.249,14,0,0,10.0,0,dining,2305,0,0
9.25,0.48,1,1,1,35.3,1,electronics,40,0,0
5.61,0.216,22,0,1,36.8,0,dining,2855,0,0
120.02,3.942,10,0,1,89.8,0,electronics,454,0,1
17.56,0.308,23,1,1,54.9,0,gas,1446,1,0
10.24,0.54,14,0,0,9.5,1,grocery,3135,0,0
15.24,0.395,8,0,0,24.0,2,online_retail,378,0,0
19.52,0.207,3,1,1,45.9,0,grocery,2033,0,0
136.33,4.811,1,1,0,2.1,0,gas,2402,0,0
16.89,0.494,23,1,0,34.8,1,grocery,2375,0,0
33.72,0.898,13,0,0,10.0,0,dining,2863,0,0
38.15,1.191,16,0,1,21.5,0,gambling,2646,0,0
11.32,0.296,8,0,0,6.0,1,dining,2423,0,0
15.06,0.19,18,0,1,45.1,0,travel,344,0,0
32.38,0.385,5,1,0,8.6,0,gas,558,0,0
12.31,0.502,23,1,1,60.8,1,gas,3460,0,0
21.87,0.521,3,1,1,44.5,0,gas,2177,1,0
4.01,0.091,13,0,0,10.3,1,online_retail,2349,1,0
54.56,1.668,2,1,0,8.0,0,grocery,1029,0,0
62.0,1.962,21,0,0,8.4,1,dining,662,0,0
23.56,0.481,17,0,0,10.9,0,gas,2115,1,0
109.74,3.019,8,0,0,17.8,1,grocery,2953,1,0
38.86,1.306,13,0,0,9.4,1,grocery,1612,0,0
51.25,0.751,22,0,0,4.2,1,grocery,824,0,0
7.83,0.278,6,0,1,41.8,0,online_retail,1702,0,0
29.97,1.523,12,0,0,27.8,1,electronics,2994,0,0
27.45,0.53,5,1,0,2.9,0,dining,2870,0,0
10.49,0.269,18,0,1,24.2,0,dining,1524,0,0
23.33,0.615,11,0,0,9.8,0,dining,282,0,0
18.45,0.388,6,0,0,0.8,1,grocery,2518,0,0
58.12,1.479,15,0,1,100.7,0,dining,2723,0,0
26.0,1.252,11,0,1,96.3,1,dining,1600,0,0
33.29,0.757,4,1,0,8.6,0,cash_advance,1438,0,0
32.41,0.614,13,0,0,1.7,2,gambling,2721,1,0
35.13,1.022,14,0,0,43.1,0,grocery,1228,0,0
27.16,1.759,12,0,0,1.3,0,gas,1084,0,0
16.77,0.84,16,0,1,130.0,1,cash_advance,201,0,0
8.68,0.408,22,0,0,11.0,0,gambling,2392,1,0
132.96,5.21,0,1,1,37.3,2,grocery,158,0,1
21.28,0.315,10,0,0,24.0,0,dining,2188,0,0
19.35,0.894,23,1,1,46.0,0,online_retail,908,0,0
61.24,3.252,21,0,0,23.9,0,dining,2697,0,0
7.64,0.14,22,0,0,3.3,0,electronics,1357,1,0
45.47,1.435,2,1,0,22.7,6,gas,2236,2,0
34.95,0.71,7,0,1,60.2,1,grocery,2690,0,0
123.05,5.399,5,1,0,15.7,0,dining,380,0,0
15.72,0.944,7,0,1,31.0,1,online_retail,634,1,0
15.01,0.367,4,1,1,22.2,0,gambling,3154,0,0
8.58,0.178,23,1,0,5.1,0,grocery,2990,0,0
21.76,0.495,4,1,1,32.8,0,grocery,2585,1,0
14.83,0.781,12,0,0,3.3,1,grocery,2509,0,0
13.8,0.682,14,0,0,11.9,2,cash_advance,245,0,0
335.94,4.506,15,0,1,20.9,1,grocery,3422,0,0
36.08,1.843,2,1,0,5.4,0,grocery,3253,0,0
17.42,0.351,4,1,1,10.8,1,gas,436,0,0
35.33,1.235,16,0,1,40.3,0,dining,3097,0,0
6.53,0.176,11,0,0,0.4,0,online_retail,371,1,0
32.05,2.123,20,0,1,12.0,1,grocery,3454,0,0
14.2,0.609,3,1,0,16.1,0,grocery,1723,0,0
139.25,3.678,22,0,1,5.5,0,cash_advance,2667,1,0
7.48,0.151,8,0,1,25.9,0,electronics,1286,0,0
28.12,0.939,1,1,0,4.3,2,online_retail,463,0,0
14.78,0.256,12,0,0,12.9,0,gambling,532,0,0
8.67,0.122,5,1,0,16.5,1,electronics,982,0,0
26.1,1.272,0,1,1,95.1,0,dining,2529,0,0
66.23,2.854,10,0,1,29.1,0,online_retail,112,0,0
13.66,0.26,3,1,0,3.5,0,gas,3409,0,0
96.49,2.176,0,1,1,109.7,1,dining,2223,0,0
21.02,0.421,7,0,1,47.4,1,online_retail,127,0,0
18.71,0.897,16,0,0,6.0,0,cash_advance,1983,1,0
136.88,3.877,3,1,0,34.3,0,online_retail,2175,0,0
25.8,0.766,10,0,0,3.5,1,dining,2077,1,0
44.38,1.08,15,0,1,71.4,2,travel,2353,0,0
31.38,0.992,10,0,0,11.2,1,dining,1571,0,0
23.17,0.793,5,1,0,13.0,1,dining,2419,0,0
22.9,1.519,3,1,0,3.2,0,travel,2385,0,0
43.58,1.52,12,0,0,15.8,0,electronics,2803,0,0
55.54,3.181,1,1,1,94.9,1,grocery,3044,0,0
37.11,0.928,22,0,0,3.6,0,grocery,2000,1,0
7.09,0.181,21,0,1,65.3,0,grocery,789,0,0
27.96,0.913,16,0,1,71.4,0,travel,1911,0,0
15.8,0.45,14,0,0,7.2,0,online_retail,1536,0,0
34.22,1.287,3,1,0,8.7,3,grocery,1079,0,0
39.47,1.428,8,0,0,7.4,0,dining,83,0,0
57.36,2.729,3,1,0,8.9,1,dining,2159,0,0
22.17,0.57,21,0,0,13.3,0,gas,1760,1,0
18.95,0.748,4,1,1,77.0,2,dining,3147,1,0
72.45,1.415,2,1,0,4.2,3,grocery,2846,0,0
22.92,1.111,7,0,0,5.1,1,gas,1559,0,0
107.74,1.67,9,0,0,7.3,0,gas,2204,0,0
19.25,0.761,8,0,0,19.8,0,grocery,2348,0,0
11.57,0.375,1,1,1,94.4,1,travel,2812,0,0
6.74,0.155,8,0,1,18.7,0,gas,862,0,0
69.42,1.664,19,0,1,80.5,0,grocery,1412,0,0
88.93,2.898,12,0,0,6.4,0,online_retail,1214,0,0
6.01,0.115,21,0,1,62.3,2,travel,308,0,0
24.79,1.483,16,0,1,26.4,0,cash_advance,822,1,0
40.96,1.549,6,0,0,5.2,0,grocery,3052,0,0
7.07,0.234,3,1,1,48.8,0,cash_advance,1178,0,0
22.3,1.415,19,0,0,9.4,0,online_retail,2766,0,0
13.27,0.41,17,0,0,4.2,0,dining,3213,0,0
19.34,0.492,22,0,0,8.4,1,gas,1284,0,0
53.94,3.972,20,0,0,11.3,3,electronics,133,1,0
33.55,2.454,5,1,0,23.1,0,dining,2429,0,0
82.67,3.101,11,0,0,43.7,0,cash_advance,2810,0,0
14.66,0.169,23,1,1,25.3,0,grocery,730,0,0
30.78,1.277,23,1,0,8.6,0,dining,1499,0,0
120.69,5.736,8,0,1,61.9,1,cash_advance,744,0,1
100.83,4.095,7,0,0,1.6,0,dining,2064,0,0
12.87,0.313,16,0,1,31.6,2,grocery,3447,0,0
21.03,0.905,15,0,0,10.9,1,online_retail,241,0,0
23.15,0.624,12,0,0,7.5,8,online_retail,1666,0,0
3.06,0.105,2,1,0,24.9,0,travel,2298,1,0
18.64,0.544,8,0,0,6.3,8,travel,1556,0,0
108.82,3.436,9,0,1,11.8,0,dining,2616,0,0
16.8,0.476,14,0,0,10.0,1,grocery,1583,0,0
21.3,0.967,20,0,0,17.1,3,dining,3205,0,0
50.9,1.428,0,1,1,35.5,0,grocery,3068,0,0
7.46,0.312,23,1,0,22.7,0,grocery,3397,0,0
27.17,0.981,12,0,1,70.7,0,cash_advance,2762,0,0
45.17,2.539,13,0,0,23.1,1,grocery,3288,0,0
7.43,0.198,11,0,0,8.1,0,grocery,910,1,0
24.17,0.504,10,0,0,4.0,0,grocery,1160,0,0
18.15,0.505,15,0,0,28.0,1,dining,746,0,0
60.32,1.519,9,0,0,15.7,1,grocery,668,0,0
16.31,0.253,18,0,1,42.5,0,grocery,2199,0,0
35.2,0.401,2,1,0,12.2,1,gas,54,0,0
6.06,0.185,21,0,0,8.1,0,grocery,3052,0,0
47.94,1.833,7,0,0,11.5,1,gas,654,0,0
36.26,1.923,19,0,0,4.1,0,grocery,205,0,0
11.24,0.358,12,0,1,100.7,0,dining,1516,0,0
11.66,0.545,20,0,1,75.6,1,online_retail,1628,0,0
36.11,1.545,2,1,1,89.6,0,grocery,1609,0,0
2.84,0.06,9,0,0,1.2,0,gas,209,1,0
29.46,1.519,5,1,0,5.9,10,dining,1422,2,0
34.05,0.599,2,1,1,57.0,0,electronics,3007,0,0
7.55,0.392,1,1,0,7.2,6,travel,668,0,0
7.62,0.313,15,0,0,25.3,1,grocery,2534,0,0
339.66,6.238,12,0,0,9.7,0,grocery,787,1,0
8.25,0.264,1,1,0,13.1,1,dining,35,1,0
11.67,0.392,7,0,1,40.3,1,grocery,1898,0,0
212.19,3.017,22,0,1,64.1,1,gas,600,0,0
72.7,4.382,16,0,0,3.5,1,electronics,2498,0,0
24.54,1.206,11,0,1,22.3,0,electronics,1280,0,0
132.46,6.838,12,0,0,22.8,0,gas,3286,0,0
43.9,1.458,6,0,0,7.9,0,dining,1050,1,0
14.79,0.419,3,1,0,7.0,0,gas,276,1,0
17.98,0.501,0,1,1,20.5,0,grocery,2674,0,0
10.08,0.551,7,0,1,58.0,1,gas,3311,0,0
6.76,0.125,20,0,1,28.4,0,electronics,740,0,0
28.09,0.532,7,0,0,9.9,0,gambling,1900,0,0
13.15,0.437,20,0,0,1.7,1,electronics,951,0,0
10.21,0.357,23,1,0,2.5,2,grocery,270,0,0
21.88,1.373,3,1,0,1.7,0,gambling,3418,0,0
24.97,2.06,9,0,0,6.8,1,dining,1104,0,0
10.65,0.54,18,0,0,8.5,1,electronics,2892,0,0
8.31,0.247,6,0,1,51.6,0,dining,1291,0,0
19.86,0.53,2,1,0,1.5,1,dining,1641,0,0
16.26,0.847,8,0,1,37.8,1,online_retail,1700,0,0
31.42,0.79,16,0,0,15.4,1,dining,1183,0,0
17.34,0.842,1,1,0,22.8,0,gas,2085,0,0
124.65,4.835,12,0,1,27.7,1,dining,1202,0,0
6.81,0.108,21,0,0,4.4,1,gas,2545,0,0
464.79,15.37,15,0,0,17.9,0,travel,1399,0,1
13.8,0.75,21,0,0,5.5,3,dining,1427,0,0
109.8,2.541,3,1,1,20.3,0,grocery,2761,0,0
17.06,0.373,16,0,0,15.2,1,dining,3539,0,0
94.11,2.46,19,0,1,28.5,0,online_retail,3299,0,0
17.28,0.779,3,1,0,5.4,0,grocery,2981,0,0
2.42,0.098,18,0,1,94.4,0,dining,3377,0,0
37.5,1.122,21,0,0,2.5,2,online_retail,1393,0,0
156.74,7.981,20,0,1,106.8,0,grocery,21,0,1
14.36,0.585,22,0,0,1.8,1,gas,141,0,0
9.19,0.35,9,0,0,21.7,0,grocery,2554,0,0
91.09,3.95,3,1,0,19.8,0,grocery,1102,0,0
13.17,0.373,6,0,0,5.2,4,grocery,2297,0,0
59.51,2.981,20,0,0,3.5,1,gas,1047,2,0
18.26,0.493,13,0,0,1.6,3,dining,1951,0,0
84.9,3.975,23,1,1,18.3,0,gas,591,0,0
75.98,2.51,16,0,1,24.3,1,grocery,1506,1,0
14.18,0.095,0,1,0,38.0,1,gambling,1695,0,0
5.83,0.337,18,0,0,3.4,3,electronics,2564,0,0
3.99,0.088,0,1,0,11.5,0,cash_advance,390,0,0
8.93,0.3,10,0,1,89.6,0,dining,1580,0,0
65.2,1.689,16,0,1,27.2,2,travel,236,1,0
18.97,0.388,14,0,1,25.6,0,gambling,3098,0,0
33.25,0.838,9,0,0,20.2,0,grocery,2917,1,0
84.37,4.07,15,0,0,3.7,0,electronics,1119,0,0
14.64,0.709,17,0,0,10.6,1,grocery,3354,0,0
34.56,1.004,14,0,0,0.1,0,grocery,1533,1,0
18.09,0.825,7,0,1,60.6,0,grocery,3393,1,0
61.89,1.987,17,0,0,0.8,1,online_retail,1882,1,0
24.99,0.989,18,0,0,14.8,2,grocery,957,1,0
27.54,0.744,7,0,0,7.7,2,dining,2931,0,0
54.1,0.63,18,0,0,29.4,0,grocery,2734,1,0
