amount,amount_to_avg_ratio,hour,late_night,is_online,distance_from_home_km,txns_last_hour,merchant_category,account_age_days,prior_disputes,is_fraud
35.17,1.948,6,0,0,33.4,1,cash_advance,1282,0,0
172.83,7.072,20,0,0,18.5,0,dining,1730,0,0
59.98,0.744,9,0,1,11.3,1,gambling,3178,0,0
10.59,0.308,18,0,0,8.4,0,travel,385,1,0
53.24,1.383,5,1,0,1.4,1,gas,415,0,0
44.6,1.282,11,0,1,21.3,0,electronics,96,0,0
36.03,2.483,13,0,0,8.2,3,gas,2522,0,0
29.94,0.705,0,1,0,4.9,1,grocery,2557,0,0
85.21,1.077,9,0,0,10.3,1,gambling,1642,1,0
92.24,3.221,4,1,1,12.4,1,gambling,2284,0,0
98.39,3.017,8,0,0,0.6,1,electronics,2021,0,0
95.65,2.03,11,0,1,62.4,0,grocery,3174,1,0
17.62,0.355,11,0,0,24.4,0,dining,1249,0,0
14.48,0.546,4,1,1,102.1,2,grocery,1438,0,0
64.81,1.965,15,0,1,45.2,0,grocery,3164,0,0
57.91,0.82,22,0,1,87.3,0,gambling,1628,1,0
11.63,0.15,8,0,1,110.1,0,cash_advance,3125,0,0
36.29,1.165,18,0,1,60.5,0,grocery,1115,0,0
8.21,0.247,15,0,0,24.3,1,gas,502,0,0
71.63,1.101,23,1,0,14.7,1,online_retail,2014,1,0
56.6,0.752,21,0,0,29.1,1,online_retail,3464,1,0
83.05,2.074,8,0,0,3.7,0,travel,373,0,0
52.07,1.905,3,1,1,13.7,0,online_retail,584,0,0
33.62,0.57,20,0,0,17.0,1,travel,3474,2,0
45.37,1.886,2,1,1,46.4,0,gambling,3235,0,0
63.11,1.749,18,0,1,45.6,1,cash_advance,3485,0,0
63.72,2.71,15,0,0,11.4,0,gambling,564,0,0
59.18,6.145,18,0,1,6.9,0,dining,3046,0,0
22.18,0.699,5,1,0,1.2,0,online_retail,866,0,0
9.52,0.299,3,1,1,58.6,1,gas,2411,0,0
242.53,20.89,17,0,0,32.5,1,gas,1453,0,1
11.59,0.584,22,0,1,11.4,0,grocery,282,0,0
211.19,8.822,13,0,1,60.3,0,grocery,151,0,1
86.59,2.813,21,0,1,83.9,0,electronics,2955,0,0
106.44,1.539,7,0,1,124.0,0,cash_advance,1354,0,0
12.87,0.564,19,0,0,20.0,0,gas,2706,0,0
28.15,0.912,7,0,0,15.5,0,cash_advance,2486,0,0
26.36,0.646,2,1,0,13.8,1,gambling,3008,0,0
30.04,0.61,10,0,0,19.5,8,dining,1798,0,0
27.14,0.843,3,1,1,8.3,0,grocery,673,0,0
82.29,2.64,4,1,1,67.5,0,dining,2678,0,0
88.34,2.623,9,0,1,27.9,0,dining,2928,0,0
33.25,0.638,12,0,1,30.2,0,travel,1554,0,0
47.62,1.67,20,0,0,8.6,1,gas,228,0,0
32.37,0.704,13,0,0,15.8,1,travel,296,2,0
36.12,0.795,21,0,1,27.4,3,grocery,1422,0,0
279.12,13.381,9,0,0,26.6,0,online_retail,1729,0,1
105.92,3.004,19,0,0,11.3,1,gas,2455,1,0
66.28,2.904,9,0,0,5.6,1,gambling,1926,0,0
45.4,1.53,20,0,1,56.3,1,grocery,283,0,0
39.18,0.666,6,0,0,8.7,1,gas,226,0,0
24.94,0.519,14,0,1,89.3,6,electronics,1450,0,0
11.05,0.881,12,0,0,43.8,1,online_retail,987,0,0
70.83,1.256,9,0,1,87.9,2,grocery,684,0,0
9.19,0.231,21,0,0,5.7,0,grocery,1568,1,0
41.45,1.033,23,1,1,92.2,0,grocery,1798,0,0
34.19,0.703,3,1,0,5.9,0,online_retail,2336,0,0
242.39,6.687,2,1,1,96.8,1,gas,1100,0,1
64.82,2.549,15,0,1,27.9,1,gas,2548,0,0
16.87,0.466,9,0,1,44.6,6,gas,2727,2,0
98.2,2.42,17,0,1,33.6,0,grocery,1552,0,0
107.44,2.112,2,1,1,49.4,0,cash_advance,2675,0,1
50.61,1.364,10,0,1,54.7,0,online_retail,3391,1,0
76.2,2.21,15,0,1,30.3,1,online_retail,3455,2,0
166.36,7.052,8,0,1,16.3,0,gambling,1366,0,1
117.31,6.4,9,0,1,101.5,0,gas,1485,1,1
14.89,0.534,10,0,0,9.8,1,electronics,187,0,0
42.46,1.147,23,1,1,113.1,0,electronics,249,1,0
342.94,11.16,8,0,0,10.1,1,grocery,1043,0,1
30.12,0.655,12,0,1,89.3,0,dining,1663,0,0
7.5,0.12,12,0,1,46.8,1,online_retail,1069,0,0
125.61,3.193,22,0,0,6.6,0,online_retail,902,0,0
77.29,3.005,9,0,0,20.0,1,dining,863,0,0
28.65,0.814,5,1,1,46.5,1,grocery,3518,0,0
30.63,0.49,1,1,0,5.3,0,travel,2343,1,0
70.34,2.994,7,0,0,24.6,0,dining,2908,0,0
136.47,6.167,23,1,1,44.2,0,gambling,2763,0,0
19.8,0.808,21,0,1,55.4,0,gambling,427,0,0
21.28,0.487,10,0,1,89.8,2,gambling,3267,0,0
14.41,0.232,13,0,0,14.9,0,dining,2025,0,0
253.43,7.527,5,1,0,17.9,2,gambling,2065,0,1
6.33,0.102,4,1,1,132.1,0,grocery,1462,0,0
26.73,0.537,5,1,0,9.9,1,dining,3074,2,0
53.13,1.215,11,0,1,51.5,3,dining,3367,0,0
14.01,0.856,22,0,1,65.4,0,gambling,676,0,0
572.94,9.865,13,0,0,6.9,7,gambling,1703,1,1
34.22,0.962,5,1,0,19.8,0,online_retail,1584,1,0
96.03,1.593,0,1,0,19.6,1,dining,3127,0,0
21.58,0.172,16,0,1,10.1,2,electronics,1757,0,0
48.2,1.224,23,1,1,19.8,2,gambling,846,0,0
58.85,1.753,4,1,0,29.9,1,gas,996,0,0
40.47,1.708,16,0,1,15.5,0,cash_advance,3336,1,0
21.29,1.116,22,0,1,76.0,0,gambling,3217,0,0
32.85,1.283,10,0,1,153.4,2,cash_advance,3312,0,0
135.81,4.98,6,0,0,29.2,0,travel,3476,0,0
11.98,0.47,4,1,0,4.4,0,online_retail,649,0,0
30.48,0.624,13,0,1,133.6,0,online_retail,3298,0,1
71.31,1.948,6,0,0,6.2,0,online_retail,2875,0,0
42.83,2.792,9,0,1,86.3,1,gas,3589,0,0
233.03,12.284,21,0,0,20.3,0,gas,3539,0,1
20.72,0.686,22,0,0,13.0,0,dining,3113,0,0
67.19,2.846,20,0,0,30.5,0,grocery,2878,0,0
45.35,1.1,17,0,0,25.4,1,travel,3553,0,0
16.13,0.488,0,1,0,6.7,1,online_retail,1883,0,0
11.07,0.28,0,1,0,23.8,3,electronics,79,0,0
17.98,0.451,11,0,0,9.5,0,travel,565,0,0
50.35,0.727,22,0,0,28.3,0,travel,296,0,0
36.23,0.862,7,0,1,21.1,0,grocery,2951,0,0
113.29,8.058,13,0,0,3.4,0,electronics,1458,0,0
39.26,0.586,18,0,1,19.3,1,gas,435,0,0
53.45,1.762,5,1,1,14.5,1,gambling,1655,0,0
42.13,1.12,19,0,0,19.1,0,gambling,1490,0,0
14.08,0.587,1,1,1,30.8,0,dining,3206,0,0
50.71,1.137,20,0,1,120.0,0,online_retail,285,0,0
11.5,0.273,23,1,1,19.4,2,grocery,141,0,0
41.5,1.066,2,1,1,103.8,0,grocery,3189,0,0
14.16,0.376,18,0,1,95.9,1,dining,1596,0,0
17.15,0.507,20,0,0,7.7,0,gambling,3181,0,0
54.52,2.459,4,1,0,1.4,0,gambling,1516,0,0
21.38,0.519,16,0,0,13.3,0,online_retail,180,0,0
15.2,0.54,3,1,0,1.8,0,dining,138,1,0
74.33,5.112,21,0,0,22.1,0,grocery,716,0,0
38.42,0.948,21,0,0,3.6,0,cash_advance,543,1,0
26.67,0.857,21,0,0,5.9,1,grocery,2824,0,0
62.59,2.685,19,0,1,90.6,1,grocery,491,0,0
11.8,0.449,14,0,0,29.3,0,electronics,1666,0,0
150.79,5.098,8,0,0,2.2,0,online_retail,364,0,0
27.86,0.31,17,0,0,9.0,0,grocery,544,1,0
34.5,1.086,15,0,0,6.7,2,grocery,181,0,0
35.28,1.404,3,1,1,57.9,1,gas,1765,0,0
238.59,7.948,17,0,0,7.1,1,grocery,1669,0,0
10.62,0.143,3,1,1,32.5,0,travel,3010,0,0
66.03,3.944,19,0,1,31.4,0,online_retail,1942,0,0
23.27,0.357,9,0,1,132.1,1,dining,1525,0,0
46.12,0.486,21,0,1,47.3,1,online_retail,637,0,0
4.93,0.151,21,0,1,13.9,1,electronics,2257,0,0
37.67,1.183,19,0,0,25.9,1,online_retail,3258,0,0
11.6,0.404,5,1,0,11.8,1,cash_advance,2095,0,0
26.86,0.968,12,0,1,18.9,2,cash_advance,397,1,0
96.21,1.444,0,1,1,94.9,2,dining,309,0,0
76.81,1.552,0,1,1,10.3,0,electronics,246,0,0
38.22,0.622,8,0,0,10.2,1,online_retail,946,0,0
56.04,1.373,20,0,1,17.1,2,cash_advance,829,1,0
77.82,2.19,12,0,0,2.9,1,grocery,1070,0,0
33.26,1.893,5,1,0,6.6,1,cash_advance,179,0,0
54.84,1.097,16,0,1,2.4,1,online_retail,1425,0,0
19.85,0.359,10,0,0,17.3,1,travel,995,0,0
24.23,0.824,11,0,1,33.5,0,gas,2962,2,0
24.91,1.546,10,0,0,22.1,0,dining,2625,0,0
33.53,1.086,0,1,1,67.0,1,online_retail,1673,1,0
65.35,2.131,1,1,0,26.8,1,grocery,2139,0,0
43.9,1.038,1,1,1,39.3,0,electronics,842,0,0
12.68,0.367,6,0,0,6.7,0,online_retail,1478,1,0
41.76,1.105,3,1,0,1.5,1,dining,3586,2,0
16.55,0.224,3,1,1,42.3,0,online_retail,522,0,0
18.3,0.549,11,0,1,103.1,2,grocery,652,0,0
28.31,0.586,8,0,1,47.4,0,gambling,361,0,0
35.9,0.935,11,0,1,17.1,0,grocery,2465,0,0
30.33,0.357,16,0,1,34.8,0,grocery,1853,0,0
33.12,1.001,7,0,0,13.4,0,travel,1888,0,0
59.85,1.392,23,1,0,16.5,0,electronics,3554,0,0
100.56,5.268,21,0,1,38.4,2,grocery,1391,0,1
27.67,0.909,12,0,0,3.5,1,dining,962,0,0
69.67,1.027,15,0,1,56.9,1,grocery,140,0,0
9.08,0.352,20,0,0,4.7,1,grocery,1126,0,0
90.21,3.624,7,0,0,1.0,1,gas,1848,0,0
7.73,0.381,22,0,0,8.5,1,gambling,2635,0,0
24.29,0.909,16,0,1,19.3,0,gambling,92,0,0
165.18,10.304,6,0,1,61.7,1,dining,2501,0,1
39.49,1.78,15,0,1,47.6,0,dining,2831,0,0
52.02,0.986,15,0,1,21.6,0,dining,2319,0,0
11.22,0.255,6,0,1,32.2,1,gambling,2078,1,0
14.41,1.296,13,0,0,11.1,1,dining,607,0,0
81.17,1.994,4,1,1,26.2,0,dining,318,0,0
20.68,1.211,18,0,1,43.9,1,online_retail,2010,0,0
79.31,2.59,9,0,0,20.8,2,dining,2361,1,0
84.47,3.31,18,0,0,17.9,1,grocery,1524,0,0
139.77,3.777,16,0,1,88.4,0,online_retail,1927,0,0
21.03,0.624,11,0,0,18.5,2,electronics,1775,0,0
37.89,1.462,19,0,1,29.8,1,dining,261,0,0
72.62,2.412,17,0,1,128.2,0,travel,671,0,0
78.84,2.808,23,1,0,16.6,0,online_retail,2848,1,0
102.56,5.1,8,0,0,23.0,0,gas,2809,0,0
11.82,0.531,9,0,1,85.3,0,travel,799,0,0
73.82,3.355,19,0,1,14.1,2,gas,1348,0,0
49.18,1.293,18,0,0,9.1,0,grocery,3437,0,0
32.45,0.885,6,0,0,2.1,0,gas,3281,0,0
22.52,0.514,2,1,0,4.3,0,grocery,323,1,0
137.95,5.427,1,1,1,13.9,0,dining,3349,1,0
63.98,1.303,14,0,0,1.8,0,gas,257,0,0
77.88,3.171,8,0,1,22.6,1,online_retail,755,0,0
54.98,2.563,13,0,1,51.8,5,dining,1720,0,0
5.61,0.121,5,1,0,13.2,1,cash_advance,2191,0,0
154.83,6.029,11,0,1,92.6,1,electronics,723,0,1
11.79,0.329,5,1,1,57.3,1,grocery,1352,0,0
30.05,1.011,0,1,0,12.7,1,electronics,1238,0,0
45.4,2.368,22,0,0,22.8,1,travel,3284,0,0
18.02,0.61,19,0,0,5.8,0,electronics,1674,0,0
38.52,0.86,19,0,0,6.5,0,travel,607,0,0
76.85,2.291,5,1,1,40.1,0,grocery,648,0,0
28.08,1.841,14,0,0,0.2,1,cash_advance,1745,0,0
24.36,0.956,10,0,1,7.8,1,gas,1288,0,0
9.5,0.274,1,1,1,11.6,0,cash_advance,3098,0,0
27.91,0.345,0,1,0,3.1,0,online_retail,1164,0,0
50.62,0.789,5,1,1,2.3,5,online_retail,1848,0,0
25.46,0.487,0,1,1,105.4,0,dining,1522,0,0
104.09,4.014,10,0,1,62.2,1,dining,3460,0,0
16.01,0.563,16,0,0,27.7,0,gas,663,0,0
131.32,11.509,16,0,0,3.6,0,gas,1719,0,1
87.92,1.694,23,1,1,88.9,0,grocery,538,0,0
13.39,0.552,8,0,1,53.4,0,online_retail,3117,0,0
32.88,1.226,10,0,1,32.7,2,gas,181,1,0
21.81,0.714,14,0,1,31.1,0,travel,261,0,0
40.24,2.959,11,0,0,21.3,1,grocery,2090,0,0
39.93,1.388,2,1,1,13.8,1,online_retail,155,0,0
12.8,0.426,9,0,1,119.3,1,travel,2268,0,0
236.49,10.883,6,0,1,45.3,1,gambling,441,0,1
29.7,2.037,3,1,1,55.2,0,cash_advance,1485,0,0
102.59,3.653,12,0,1,76.8,0,grocery,2332,0,0
43.38,0.56,22,0,1,68.0,1,online_retail,2216,0,0
61.6,3.967,17,0,1,70.4,1,gambling,1263,1,0
24.78,1.673,19,0,1,60.5,0,dining,2930,0,0
22.55,0.65,10,0,1,45.9,0,online_retail,3055,0,0
11.45,0.196,19,0,0,16.4,0,grocery,561,0,0
11.36,0.452,15,0,0,14.9,0,gas,841,0,0
194.99,6.304,22,0,0,6.6,0,dining,962,0,0
14.85,0.372,18,0,1,47.7,1,online_retail,1249,0,0
13.11,0.523,18,0,1,62.5,0,cash_advance,1291,1,0
35.86,0.921,5,1,1,62.4,1,electronics,886,0,0
24.15,0.918,4,1,1,35.9,1,dining,2170,0,0
27.89,0.697,7,0,1,57.7,2,grocery,3393,0,0
29.65,0.566,16,0,1,27.0,0,online_retail,423,0,0
21.74,0.724,18,0,0,21.1,1,grocery,626,0,0
20.06,0.697,17,0,1,26.5,1,gas,1606,1,0
185.69,11.477,23,1,1,60.9,2,electronics,1050,0,1
14.39,0.343,18,0,1,48.1,1,electronics,1225,0,0
10.1,0.277,1,1,0,1.0,1,online_retail,1423,0,0
27.3,0.321,4,1,0,2.6,0,dining,1047,0,0
7.68,0.127,20,0,1,58.5,0,gas,3313,0,0
77.65,1.139,6,0,0,15.5,1,gambling,1689,0,0
6.72,0.283,19,0,1,35.5,2,gambling,2028,0,0
10.52,0.313,16,0,0,15.6,1,dining,278,0,0
54.93,1.539,23,1,1,78.1,1,online_retail,3394,0,0
6.16,0.138,1,1,1,49.1,0,cash_advance,901,0,0
35.81,1.256,22,0,1,45.9,0,grocery,566,0,0
136.83,4.59,4,1,1,22.5,1,gambling,2223,0,0
39.58,1.568,19,0,1,112.9,1,dining,2411,0,0
14.14,1.099,17,0,0,2.2,0,online_retail,1598,0,0
61.13,4.216,15,0,0,17.6,0,gambling,930,0,0
22.55,0.762,1,1,0,14.7,0,gambling,292,0,0
29.04,0.898,4,1,1,31.5,1,gas,2580,0,0
39.11,1.34,10,0,1,71.3,2,travel,707,0,0
77.77,6.267,18,0,0,45.4,0,online_retail,2103,0,1
21.67,0.594,16,0,1,93.4,1,electronics,2402,0,0
25.75,0.815,13,0,0,22.1,1,dining,112,0,0
21.34,0.638,2,1,0,4.9,0,dining,1130,0,0
20.48,0.645,3,1,0,8.6,0,electronics,239,0,0
38.57,1.414,18,0,1,21.1,0,grocery,1177,0,0
10.65,0.114,23,1,1,9.2,0,cash_advance,952,1,0
29.73,0.916,9,0,1,61.0,1,dining,1207,0,0
62.08,3.124,3,1,0,12.2,0,grocery,2248,0,0
15.68,0.37,6,0,0,1.0,1,gas,1648,0,0
132.84,2.724,1,1,1,36.7,0,online_retail,377,0,0
39.95,0.625,18,0,0,10.4,0,online_retail,2130,0,0
28.3,1.911,2,1,0,13.0,2,gas,1636,0,0
53.81,1.561,8,0,1,42.1,1,grocery,346,0,0
8.09,0.122,9,0,1,39.7,0,grocery,954,0,0
15.96,0.616,20,0,0,10.9,0,online_retail,1162,0,0
21.79,0.692,11,0,0,6.2,0,cash_advance,1162,0,0
21.18,0.507,22,0,0,10.6,0,electronics,2726,0,0
29.11,0.384,0,1,0,3.4,0,travel,1390,0,0
461.39,27.628,14,0,0,13.2,0,cash_advance,1432,0,1
28.96,0.242,12,0,0,26.8,2,gambling,3309,0,0
93.7,5.229,15,0,1,19.5,0,gambling,2118,0,0
40.52,0.682,14,0,0,25.0,0,gambling,1214,2,0
11.46,0.536,8,0,0,23.3,0,cash_advance,3413,0,0
76.94,3.068,15,0,1,12.2,2,travel,1022,0,0
66.03,1.016,7,0,1,71.2,0,dining,792,0,0
16.3,0.839,12,0,1,93.3,2,gas,764,0,0
69.6,2.108,19,0,1,44.9,0,gambling,1496,0,0
106.82,2.34,5,1,1,18.9,0,grocery,1805,0,0
54.53,1.354,21,0,0,1.7,0,cash_advance,3134,0,0
89.59,1.303,15,0,0,9.2,0,grocery,3007,0,0
70.83,1.765,17,0,1,34.5,0,grocery,1118,0,0
26.93,0.598,11,0,1,84.5,0,gambling,1008,0,0
239.64,4.764,4,1,0,15.5,1,online_retail,2665,0,0
24.73,1.027,13,0,0,3.2,0,grocery,2915,0,0
12.12,0.749,1,1,1,40.8,1,gambling,999,0,0
15.76,0.381,19,0,0,20.1,2,dining,1754,0,0
14.69,0.887,23,1,0,13.9,1,dining,3519,0,0
5.2,0.196,7,0,0,14.9,1,electronics,1906,2,0
78.31,2.071,1,1,0,9.4,1,dining,1479,0,0
146.94,7.054,3,1,0,13.5,6,dining,588,0,1
56.82,1.113,21,0,0,12.7,1,gambling,1614,0,0
12.37,0.75,10,0,1,60.6,7,grocery,3429,0,0
5.18,0.143,15,0,0,16.7,2,grocery,871,0,0
92.1,3.012,10,0,1,65.6,0,gas,2171,0,0
29.77,0.745,21,0,1,21.7,3,gambling,792,0,0
29.06,1.397,21,0,1,20.1,0,dining,1592,1,0
81.54,1.584,21,0,1,113.0,0,online_retail,3231,0,0
45.45,1.089,16,0,0,5.9,1,dining,1726,0,0
112.64,3.27,20,0,1,48.9,1,dining,36,0,0
34.07,1.15,1,1,1,41.4,0,online_retail,2043,0,0
189.58,8.934,14,0,1,39.8,0,online_retail,3147,0,1
13.75,0.603,0,1,1,49.6,1,grocery,775,0,0
15.79,0.632,20,0,0,27.1,0,online_retail,2893,0,0
52.83,2.361,7,0,0,4.9,0,cash_advance,2726,0,0
14.7,0.463,20,0,1,48.6,1,grocery,2457,1,0
185.37,4.726,16,0,1,48.1,2,electronics,2320,0,1
87.86,2.331,1,1,0,11.6,0,online_retail,328,0,0
103.74,2.911,23,1,0,0.4,1,dining,3473,0,0
80.52,5.048,2,1,1,118.9,0,online_retail,3317,0,0
43.82,1.327,22,0,0,18.0,1,grocery,1177,0,0
6.59,0.197,4,1,1,22.6,8,gambling,363,0,0
17.78,0.282,7,0,1,15.4,1,gambling,3177,0,0
33.1,1.232,3,1,1,61.5,0,grocery,1969,0,0
51.83,0.574,10,0,0,22.8,1,dining,2499,0,0
23.18,0.391,12,0,1,23.8,1,travel,692,0,0
12.02,0.717,11,0,1,56.4,0,gas,1127,0,0
58.99,2.405,1,1,1,34.7,1,cash_advance,1493,1,0
20.04,0.59,1,1,1,98.0,3,online_retail,3445,0,0
79.16,0.74,8,0,1,124.5,1,online_retail,2356,0,0
31.31,0.945,9,0,1,25.3,0,grocery,340,0,0
25.15,0.62,17,0,1,52.5,2,cash_advance,596,0,0
26.6,0.784,20,0,1,30.0,1,grocery,1911,0,0
72.39,0.675,3,1,1,88.1,7,gas,919,0,0
16.5,0.443,0,1,1,59.3,0,grocery,1540,0,0
20.82,0.336,16,0,0,9.0,1,grocery,1867,0,0
29.27,0.995,9,0,0,23.4,0,online_retail,1514,2,0
57.22,1.103,16,0,1,86.1,0,dining,1832,0,0
15.1,0.383,7,0,1,9.9,0,grocery,3131,1,0
163.06,3.652,15,0,0,4.1,4,cash_advance,301,0,0
14.48,0.384,19,0,0,2.7,0,dining,25,0,0
78.36,2.83,15,0,1,72.6,0,grocery,3494,0,0
16.08,0.581,19,0,1,67.0,1,online_retail,551,0,0
39.04,1.193,14,0,0,2.4,1,gambling,3172,1,0
16.04,0.369,5,1,0,12.2,0,online_retail,1927,0,0
14.41,0.541,11,0,0,10.4,0,gambling,2250,0,0
14.99,0.41,21,0,0,14.8,1,electronics,3009,0,0
19.19,0.457,10,0,1,5.0,0,electronics,3057,0,0
41.33,0.894,16,0,1,43.3,1,grocery,3045,0,0
37.24,0.842,7,0,1,104.3,1,gas,927,0,0
33.0,0.83,14,0,1,60.7,1,grocery,3348,0,0
31.24,0.706,17,0,1,74.5,1,travel,3113,0,0
32.22,1.623,23,1,1,36.3,0,grocery,2607,0,0
73.66,3.954,14,0,1,23.2,0,online_retail,1203,0,0
4.22,0.083,11,0,1,32.4,2,gas,3057,1,0
22.21,0.374,7,0,1,67.7,1,grocery,533,0,0
13.87,0.214,18,0,0,5.8,0,grocery,540,1,0
75.68,3.599,18,0,1,6.6,2,travel,223,0,0
68.45,2.27,18,0,1,27.9,7,dining,285,0,1
221.89,7.646,9,0,0,8.1,0,grocery,2927,0,0
22.81,0.16,13,0,1,80.4,1,gas,3252,0,0
14.33,0.397,14,0,1,19.4,0,grocery,128,0,0
17.83,0.52,9,0,0,21.6,0,grocery,2758,0,0
45.57,1.499,1,1,0,15.7,0,grocery,1338,0,0
54.29,1.506,6,0,1,32.6,5,online_retail,1928,0,0
7.62,0.163,16,0,0,13.1,1,travel,1875,0,0
159.6,2.851,6,0,0,19.1,0,gas,3163,0,0
54.99,1.576,23,1,0,19.1,0,online_retail,123,0,0
36.36,0.487,5,1,0,18.7,0,gambling,60,0,0
17.52,0.886,1,1,1,64.2,0,grocery,2891,0,0
227.86,4.53,9,0,0,4.8,2,dining,2475,0,0
101.47,5.73,7,0,0,4.7,1,grocery,839,1,0
30.21,0.55,18,0,1,53.5,1,cash_advance,1975,0,0
237.97,5.565,20,0,0,1.6,0,online_retail,1673,0,1
35.74,0.697,5,1,0,21.9,1,grocery,1053,0,0
68.5,1.729,21,0,1,33.0,0,dining,3362,0,0
67.48,3.021,20,0,1,76.2,1,cash_advance,1282,0,0
34.16,0.849,11,0,0,5.3,1,gambling,2799,0,0
20.93,0.684,7,0,1,52.9,0,online_retail,2652,0,0
31.17,1.827,4,1,1,92.6,1,cash_advance,1050,0,0
14.64,0.325,7,0,1,40.2,1,travel,414,0,0
38.17,1.519,19,0,0,37.9,0,grocery,3528,0,0
10.58,0.314,20,0,0,10.9,9,dining,673,0,0
32.33,0.525,13,0,1,99.0,0,dining,1713,0,0
58.2,1.905,23,1,1,34.5,3,dining,926,0,0
30.58,0.994,2,1,0,14.4,1,cash_advance,1259,2,0
21.51,1.005,2,1,0,29.0,0,electronics,2632,0,0
38.02,1.381,1,1,0,10.6,4,grocery,455,0,0
147.22,7.017,0,1,1,31.5,1,online_retail,283,1,1
30.17,0.901,1,1,1,61.6,0,cash_advance,3426,0,0
6.95,0.257,3,1,0,27.7,2,grocery,3444,0,0
53.58,2.776,0,1,0,4.0,0,grocery,1884,0,0
247.81,5.111,16,0,0,8.4,1,online_retail,1226,0,1
11.79,0.329,1,1,0,15.7,0,gambling,1702,0,0
116.51,1.724,7,0,1,14.6,1,cash_advance,1307,0,0
44.29,1.63,3,1,0,12.7,0,online_retail,3535,0,0
68.91,1.829,6,0,1,51.3,1,online_retail,2605,0,0
13.23,0.342,0,1,0,7.6,2,online_retail,691,0,0
17.51,0.268,12,0,0,3.3,0,online_retail,1264,0,0
33.21,2.462,18,0,0,7.0,0,travel,2360,0,0
9.82,0.356,18,0,1,60.3,0,grocery,357,0,0
23.51,0.28,4,1,1,6.7,0,travel,691,0,0
87.49,1.596,3,1,0,16.1,0,online_retail,3024,0,0
15.38,0.477,10,0,1,97.7,0,grocery,1926,0,0
62.3,2.468,16,0,1,71.4,0,electronics,209,0,0
84.09,2.167,1,1,1,44.3,1,online_retail,1901,2,0
86.58,1.392,20,0,1,58.1,0,gas,2093,0,0
31.21,1.469,21,0,0,13.9,1,dining,802,1,0
85.88,2.946,8,0,0,6.1,3,gas,2789,0,0
68.36,1.882,18,0,1,41.4,0,gambling,2699,0,0
31.57,0.637,9,0,0,12.7,0,grocery,1355,0,0
90.38,1.025,17,0,1,36.1,0,dining,643,0,0
50.77,1.309,11,0,1,48.3,0,grocery,3220,0,0
56.31,1.102,10,0,1,32.2,2,dining,1533,0,0
20.02,0.83,5,1,1,49.5,3,grocery,2652,0,0
72.19,0.586,16,0,0,14.6,0,gambling,1776,0,0
22.57,0.949,22,0,0,9.5,0,cash_advance,2327,0,0
91.13,1.398,7,0,0,15.5,2,travel,1749,0,0
138.55,7.859,9,0,0,7.5,0,travel,851,0,1
50.92,2.409,12,0,0,1.5,0,grocery,2369,0,0
26.59,0.7,8,0,1,8.2,3,travel,1991,0,0
21.25,0.832,22,0,1,129.4,0,grocery,997,0,0
7.99,0.065,9,0,0,19.2,0,grocery,2120,0,0
11.02,0.277,6,0,0,6.2,0,gambling,2307,0,0
27.67,0.981,15,0,0,6.7,0,online_retail,2305,0,0
20.89,0.87,13,0,1,37.1,1,online_retail,2741,1,0
16.91,0.803,4,1,0,9.8,0,grocery,2543,0,0
127.07,5.883,3,1,0,5.6,4,dining,2811,0,0
46.01,2.02,23,1,1,53.1,1,dining,576,0,0
70.33,3.3,23,1,0,15.5,2,travel,474,0,0
45.39,1.498,8,0,1,53.6,2,electronics,3056,0,0
14.95,0.482,11,0,1,65.0,0,grocery,835,0,0
38.86,2.016,16,0,1,45.8,0,cash_advance,1557,0,0
52.03,2.271,2,1,0,26.7,0,grocery,3547,0,0
20.23,0.474,12,0,1,24.7,1,gas,3472,0,0
47.54,1.181,23,1,1,27.0,1,dining,2267,1,0
55.11,1.079,18,0,0,5.7,0,gambling,394,0,0
24.28,1.094,11,0,0,36.5,0,electronics,2144,0,0
23.03,1.266,6,0,0,35.6,1,online_retail,1772,0,0
14.15,0.644,20,0,1,110.5,0,gambling,179,0,0
14.82,0.499,9,0,1,43.8,0,electronics,3402,0,0
11.21,0.414,0,1,1,28.5,0,travel,2206,0,0
157.03,6.299,7,0,0,1.2,1,grocery,1626,0,1
19.29,0.35,8,0,0,15.3,1,cash_advance,215,0,0
46.82,1.84,19,0,0,3.0,0,dining,1934,0,0
36.92,1.213,1,1,0,6.2,1,gas,1367,0,0
175.88,7.484,7,0,0,8.6,1,grocery,109,0,0
29.55,1.216,1,1,0,11.5,0,travel,2996,0,0
103.33,4.277,1,1,0,11.1,0,grocery,2780,0,0
66.19,2.602,21,0,0,18.7,1,grocery,2327,0,0
31.98,0.807,1,1,1,92.1,1,dining,61,0,0
51.44,1.906,19,0,1,79.9,0,cash_advance,3599,1,0
67.45,2.839,0,1,1,121.2,0,online_retail,1482,0,0
53.88,2.238,0,1,0,3.2,0,dining,1298,0,0
7.38,0.289,7,0,0,13.8,0,grocery,3468,0,0
9.68,0.292,2,1,0,0.1,1,gambling,2606,0,0
20.48,0.312,16,0,0,30.1,2,grocery,634,0,0
29.08,0.882,8,0,1,7.4,0,electronics,2154,0,0
42.46,1.365,3,1,0,6.0,0,dining,971,0,0
116.28,2.471,12,0,0,18.2,1,online_retail,3466,1,0
22.87,0.958,6,0,0,6.9,2,electronics,2686,0,0
